Vilanova i la Geltru,NA,6,-6,8,1,-12,NA,NA,NA,NA,NA,NA,-12,5,-2.4
Cerdanyola del Valles,NA,8,12,-17,NA,NA,NA,NA,NA,NA,NA,NA,-17,3,-5.666666667
Elda,NA,2,11,4,3,3,NA,NA,NA,NA,NA,NA,11,5,2.2
Merida,NA,-25,8,-2,9,2,NA,-13,3,NA,-11,NA,-25,8,-3.125
Avila,NA,2,5,0,2,0,NA,NA,3,NA,NA,NA,5,6,0.833333333
Fuengirola,NA,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11,1,-11
Siero,NA,-1,4,4,8,NA,7,0,NA,18,6,-10,18,9,2
Mollet del Valles,NA,-39,1,2,NA,NA,NA,NA,NA,NA,NA,NA,-39,3,-13
Pozuelo de Alarc—n,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,10
Huesca,NA,NA,-6,6,1,0,NA,NA,-2,NA,NA,NA,6,5,1.2
Utrera,NA,NA,-7,1,-1,29,-7,-3,NA,-8,-7,NA,29,8,3.625
Cuenca,NA,NA,-5,3,9,3,NA,-7,3,NA,NA,NA,9,6,1.5
Villarreal,NA,NA,-15,2,7,NA,NA,NA,NA,NA,NA,1,-15,4,-3.75
Aranjuez,NA,NA,NA,-6,2,0,NA,1,NA,NA,-2,NA,-6,5,-1.2
Pozuelo de Alarcon,NA,NA,NA,-6,NA,NA,NA,NA,NA,NA,NA,NA,-6,1,-6
Iruna,NA,NA,NA,NA,77,0,-8,6,-10,-7,2,8,77,8,9.625
Mieres,NA,NA,NA,NA,-17,2,7,5,2,5,-16,-37,-37,8,-4.625
Alcoi,NA,NA,NA,NA,28,3,-6,12,10,0,4,1,28,8,3.5
Langreo,NA,NA,NA,NA,-28,5,7,-3,6,4,-10,-28,-28,8,-3.5
Puertollano,NA,NA,NA,NA,14,5,-14,-20,NA,1,NA,NA,-20,5,-4
Portugalete,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,22,1,22
Sestao,NA,NA,NA,NA,-9,-18,NA,NA,NA,NA,NA,NA,-18,2,-9
Eibar,NA,NA,NA,NA,16,2,NA,NA,-15,NA,NA,NA,16,3,5.333333333
Puerto de Santa Maria,NA,NA,NA,NA,12,2,-12,10,NA,-14,12,11,-14,7,-2
Alzira,NA,NA,NA,NA,-16,NA,-13,4,16,-5,16,0,16,7,2.285714286
Miranda de Ebro,NA,NA,NA,NA,-23,1,NA,NA,NA,NA,NA,NA,-23,2,-11.5
Ubeda,NA,NA,NA,NA,-4,11,3,8,NA,-6,3,4,11,7,1.571428571
Antequera,NA,NA,NA,NA,-24,10,29,-1,6,6,12,6,29,8,3.625
Igualada,NA,NA,NA,NA,-69,NA,NA,NA,6,NA,NA,NA,-69,2,-34.5
San MartIn del Rey Aurelio,NA,NA,NA,NA,-7,NA,NA,NA,NA,NA,NA,NA,-7,1,-7
Ecija,NA,NA,NA,NA,-1,17,20,-2,5,8,-4,-3,20,8,2.5
Plasencia,NA,NA,NA,NA,-42,NA,NA,18,-15,NA,NA,NA,-42,3,-14
Tortosa,NA,NA,NA,NA,NA,34,10,-4,10,6,-4,-2,34,7,4.857142857
Moron de la Frontera,NA,NA,NA,NA,NA,-36,0,NA,NA,NA,NA,NA,-36,2,-18
Tomelloso,NA,NA,NA,NA,NA,-4,5,3,NA,-3,NA,NA,5,4,1.25
Alcazar de San Juan,NA,NA,NA,NA,NA,-7,-9,12,NA,NA,NA,NA,12,3,4
Carmona,NA,NA,NA,NA,NA,-6,-1,-4,NA,17,NA,-12,17,5,3.4
Puente Genil,NA,NA,NA,NA,NA,-4,18,-12,NA,NA,NA,NA,18,3,6
Valdepenas,NA,NA,NA,NA,NA,-7,1,20,10,-1,5,-5,20,7,2.857142857
Andujar,NA,NA,NA,NA,NA,-31,9,1,NA,NA,NA,-3,-31,4,-7.75
Lucena,NA,NA,NA,NA,NA,NA,22,-2,NA,-7,-2,17,22,5,4.4
Ronda,NA,NA,NA,NA,NA,NA,-14,NA,26,2,-21,4,26,5,5.2
Martos,NA,NA,NA,NA,NA,NA,-13,NA,NA,NA,NA,-8,-13,2,-6.5
Loja,NA,NA,NA,NA,NA,NA,7,NA,NA,-7,NA,14,14,3,4.666666667
Guadix,NA,NA,NA,NA,NA,NA,-11,NA,13,NA,NA,NA,13,2,6.5
Hellin,NA,NA,NA,NA,NA,NA,-14,NA,NA,NA,NA,NA,-14,1,-14
Alcala la Real,NA,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,-8,-8,2,-4
Estrada,NA,NA,NA,NA,NA,NA,4,NA,NA,27,6,18,27,4,6.75
Penarroya-Pueblonuevo,NA,NA,NA,NA,NA,NA,-52,NA,NA,NA,NA,NA,-52,1,-52
Priego de Cordoba,NA,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,6,6,2,3
Aller,NA,NA,NA,NA,NA,NA,-9,12,NA,NA,NA,NA,12,2,6
Arucas,NA,NA,NA,NA,NA,NA,-14,NA,NA,NA,NA,NA,-14,1,-14
Chamartin de la Rosa,NA,NA,NA,NA,NA,NA,NA,76,NA,-54,NA,NA,76,2,38
Vallecas,NA,NA,NA,NA,NA,NA,NA,51,NA,-26,NA,NA,51,2,25.5
Lavadores,NA,NA,NA,NA,NA,NA,NA,-4,NA,-12,-11,NA,-12,3,-4
Tineo,NA,NA,NA,NA,NA,NA,NA,-15,NA,NA,35,3,35,3,11.66666667
Almendralejo,NA,NA,NA,NA,NA,NA,NA,-39,NA,NA,NA,NA,-39,1,-39
Don Benito,NA,NA,NA,NA,NA,NA,NA,-3,NA,14,NA,-2,14,3,4.666666667
Villaviciosa,NA,NA,NA,NA,NA,NA,NA,-14,NA,14,23,-1,23,4,5.75
Yecla,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,-1,-11,-11,4,-2.75
Cangas del Narcea,NA,NA,NA,NA,NA,NA,NA,NA,3,1,8,16,16,4,4
Mahon,NA,NA,NA,NA,NA,NA,NA,NA,-31,-18,15,4,-31,4,-7.75
Baza,NA,NA,NA,NA,NA,NA,NA,NA,-2,NA,NA,NA,-2,1,-2
Manzanares,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,-1,1,-1
Teruel,NA,NA,NA,NA,NA,NA,NA,NA,-5,NA,-10,NA,-10,2,-5
Figueres,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,9,1,9
Xativa,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,-1,1,-1
Calatayud,NA,NA,NA,NA,NA,NA,NA,NA,-3,NA,NA,NA,-3,1,-3
La Union,NA,NA,NA,NA,NA,NA,NA,NA,-1,24,31,4,31,4,7.75
Bermeo,NA,NA,NA,NA,NA,NA,NA,NA,-60,NA,NA,NA,-60,1,-60
Soria,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,-1,1,-1
Tudela,NA,NA,NA,NA,NA,NA,NA,NA,-2,NA,NA,NA,-2,1,-2
Ripoll,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,-1,1,-1
Orotava,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,-1,1,-1
Luarca,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,8,NA,27,2,13.5
Llanes,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11,-2,1,-11,3,-3.666666667
Cuevas de Vera,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11,42,-22,42,3,14
Jumilla,NA,NA,NA,NA,NA,NA,NA,NA,NA,-21,NA,-7,-21,2,-10.5
Ortigueira,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15,7,15,3,5
Mazarron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,13,13,2,6.5
San Roque,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17,NA,-17,1,-17
Baena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-20,NA,-20,1,-20
Baeza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,-1,1,-1
Pozoblanco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,NA,-2,1,-2
Trujillo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,-1,1,-1
Valdes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,55,1,55
Lalin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-41,-41,1,-41
Osuna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,1,-1
Grado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,1,-1
Requena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9,-9,1,-9
Aguilas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4,-4,1,-4
Caravaca de la Cruz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,1,-1
Huercal-Overa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,1,-1
