AngoulÍme,37738,Perpignan,39563,Saint-Nazaire,41601,CompiËgne,49455,Saint-Brieuc,58194,Bourges,64900,Annemasse,77010,Annecy,105253,Poitiers,106978,Poitiers,110289,Lorient,116174,Creil,116214
Colmar,36883,Belfort,39418,La Rochelle,39804,Forbach,47512,AlËs,54357,Colmar,63964,Creil,76866,Creil,104234,AngoulÍme,106876,Valence,110084,MontbÈliard,113059,Maubeuge,115404
Perpignan,36266,Maubeuge,38340,Belfort,39320,ArmentiËres,46325,Bourges,51004,Valence,62303,BÈziers,75592,Chartres,98567,Creil,105519,Maubeuge,109791,Creil,110688,AngoulÍme,109009
Saint-Nazaire,35864,Saint-Nazaire,38339,Valence,38724,Annemasse,45109,Lorient,50394,Troyes,60343,Cherbourg-Octeville,73683,Lorient,97584,Forbach,100448,Creil,105437,AngoulÍme,106419,MontbÈliard,108768
Roanne,34964,AngoulÍme,38277,Cherbourg-Octeville,38326,Valence,45069,Calais,50008,Nevers,58903,Troyes,73514,Tarbes,95802,Annemasse,99833,Roanne,98758,Calais,99616,Calais,98391
Pau,34349,Pau,37115,Roanne,37859,Blois,44613,Saint-Quentin,48634,Cluses,57364,AlËs,71334,Annemasse,95091,Calais,95696,Calais,96815,Forbach,92845,FrÈjus,93805
Maubeuge,33318,Roanne,36722,Poitiers,37754,Colmar,43225,ArmentiËres,48039,Calais,57319,Calais,70723,Saint-Brieuc,91035,Boulogne-sur-Mer,94346,BÈziers,93991,Boulogne-sur-Mer,92704,Saint-Brieuc,92235
Belfort,32630,La Rochelle,36435,Saint-Quentin,37356,Nevers,43209,Chalon-sur-SaÙne,47937,Montauban,55312,Chalon-sur-SaÙne,66896,Brive-la-Gaillarde,90779,Bourges,91119,Belfort,91854,Cherbourg-Octeville,90864,Vienne,91796
PÈrigueux,32036,PÈrigueux,33513,SËte,36577,Saint-Brieuc,42952,Colmar,46133,Bourg-en-Bresse,53996,Colmar,64336,NÓmes,89443,Roanne,88472,FrÈjus,91249,Bourges,88456,Colmar,90842
La Rochelle,31666,Charleville-MÈziËres,33164,AlËs,36544,Belfort,42512,Tarbes,44961,Charleville-MÈziËres,53931,Boulogne-sur-Mer,63560,Chalon-sur-SaÙne,89225,Cherbourg-Octeville,87186,Saint-Brieuc,86187,Saint-Brieuc,88419,AlËs,90660
Montauban,30515,SËte,33041,AngoulÍme,34949,Brive-la-Gaillarde,41237,Roanne,44503,Chalon-sur-SaÙne,53028,Bourges,63540,Boulogne-sur-Mer,84529,Saint-Brieuc,85823,Bourges,86096,Colmar,88416,Boulogne-sur-Mer,89983
Laval,30487,Chalon-sur-SaÙne,31656,PÈrigueux,33447,Poitiers,40578,Cherbourg-Octeville,43104,Saint-Nazaire,52119,ArmentiËres,63526,Belfort,83872,BÈziers,85057,AlËs,85933,Chartres,87824,Forbach,87978
